"event_key","event_name","event_week","event_start_date","event_end_date","event_type","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm20","qm","1","20","frc3512","frc4046","frc597","59","","frc2404","frc3759","frc4144","10",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm21","qm","1","21","frc2637","frc4079","frc973","60","","frc4501","frc696","frc995","61",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm22","qm","1","22","frc1759","frc3851","frc687","24","","frc3309","frc702","frc980","29",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm23","qm","1","23","frc3953","frc4029","frc4210","2","","frc1644","frc4","frc981","5",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm24","qm","1","24","frc1148","frc1692","frc848","7","","frc1197","frc3752","frc4123","3",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm25","qm","1","25","frc2576","frc3880","frc4276","15","","frc3027","frc3863","frc4201","18",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm26","qm","1","26","frc1717","frc4019","frc4501","16","","frc1515","frc3328","frc3512","30",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm27","qm","1","27","frc1438","frc2443","frc606","64","","frc3851","frc3993","frc597","45",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm28","qm","1","28","frc4046","frc589","frc973","75","","frc4141","frc702","frc974","10",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm29","qm","1","29","frc1452","frc1836","frc3759","21","","frc1972","frc294","frc3408","20",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm30","qm","1","30","frc2404","frc330","frc995","23","","frc3309","frc4563","frc4578","25",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm31","qm","1","31","frc207","frc4079","frc691","37","","frc1160","frc1759","frc4345","0",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm32","qm","1","32","frc4078","frc4144","frc696","65","","frc2439","frc4574","frc599","94",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm33","qm","1","33","frc3120","frc3328","frc4210","23","","frc2637","frc2659","frc3851","17",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm34","qm","1","34","frc1692","frc1717","frc4201","44","","frc1972","frc3953","frc4046","24",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm35","qm","1","35","frc3309","frc4276","frc973","71","","frc1438","frc3880","frc4123","56",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm36","qm","1","36","frc1452","frc330","frc597","39","","frc1197","frc4019","frc4079","27",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm37","qm","1","37","frc1644","frc4563","frc848","16","","frc2439","frc2443","frc3408","46",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm38","qm","1","38","frc3027","frc3512","frc4078","42","","frc294","frc691","frc980","10",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm39","qm","1","39","frc1160","frc4141","frc606","11","","frc2637","frc3752","frc4","59",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm40","qm","1","40","frc599","frc687","frc995","54","","frc3120","frc4345","frc589","11",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm41","qm","1","41","frc1515","frc1759","frc974","58","","frc3759","frc4574","frc4578","6",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm42","qm","1","42","frc2404","frc3993","frc696","60","","frc1148","frc3863","frc4029","21",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm43","qm","1","43","frc1836","frc4144","frc4501","100","","frc207","frc2659","frc981","29",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm44","qm","1","44","frc1160","frc2576","frc4123","34","","frc294","frc3328","frc702","37",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm45","qm","1","45","frc330","frc4141","frc4276","10","","frc2443","frc3512","frc3953","24",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm46","qm","1","46","frc1692","frc3408","frc4574","22","","frc1717","frc3851","frc973","46",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm47","qm","1","47","frc3880","frc4029","frc597","19","","frc1759","frc3752","frc4210","40",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm48","qm","1","48","frc1148","frc4079","frc4578","49","","frc1644","frc2439","frc980","60",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm49","qm","1","49","frc2576","frc4","frc691","6","","frc3759","frc848","frc995","13",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm50","qm","1","50","frc3309","frc696","frc981","73","","frc1452","frc3120","frc4563","2",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm51","qm","1","51","frc2659","frc4144","frc687","33","","frc1515","frc3027","frc606","10",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm52","qm","1","52","frc1197","frc2637","frc599","28","","frc1836","frc3863","frc4046","31",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm53","qm","1","53","frc4345","frc4501","frc702","57","","frc1438","frc1972","frc2404","27",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm54","qm","1","54","frc4019","frc4078","frc4201","7","","frc207","frc3993","frc589","54",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm55","qm","1","55","frc1160","frc3512","frc974","25","","frc1644","frc3120","frc597","35",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm56","qm","1","56","frc2439","frc3953","frc995","62","","frc1759","frc294","frc4123","73",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm57","qm","1","57","frc1148","frc2576","frc3408","40","","frc2659","frc3309","frc4046","22",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm58","qm","1","58","frc1197","frc1515","frc4141","36","","frc4210","frc4345","frc696","73",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm59","qm","1","59","frc3759","frc3993","frc980","18","","frc1692","frc207","frc330","39",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm60","qm","1","60","frc3752","frc3851","frc599","82","","frc4201","frc4501","frc4563","30",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm61","qm","1","61","frc3880","frc4144","frc589","31","","frc2443","frc4079","frc848","33",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm62","qm","1","62","frc1836","frc2404","frc4","17","","frc3027","frc4019","frc973","22",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm63","qm","1","63","frc3863","frc4574","frc691","15","","frc1972","frc3328","frc606","10",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm64","qm","1","64","frc2637","frc4578","frc702","61","","frc4029","frc4078","frc4276","13",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm65","qm","1","65","frc1438","frc1452","frc981","39","","frc1717","frc687","frc974","77",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm66","qm","1","66","frc1515","frc4563","frc980","27","","frc1160","frc3880","frc4046","15",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm67","qm","1","67","frc1644","frc294","frc3309","62","","frc1692","frc4141","frc599","51",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm68","qm","1","68","frc1759","frc3027","frc848","24","","frc1972","frc330","frc973","80",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm69","qm","1","69","frc3752","frc4079","frc4574","30","","frc2404","frc2576","frc3953","44",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm70","qm","1","70","frc2443","frc4123","frc4201","78","","frc1452","frc2637","frc687","20",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm71","qm","1","71","frc2659","frc589","frc696","26","","frc1717","frc4","frc597","98",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm72","qm","1","72","frc2439","frc4210","frc4501","120","","frc1836","frc4276","frc974","43",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm73","qm","1","73","frc1148","frc3759","frc4078","16","","frc3851","frc4345","frc981","25",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm74","qm","1","74","frc207","frc702","frc995","29","","frc1197","frc3512","frc606","27",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm75","qm","1","75","frc3120","frc3863","frc4019","34","","frc1438","frc4029","frc691","21",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm76","qm","1","76","frc3408","frc3993","frc4578","39","","frc3328","frc4141","frc4144","33",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm77","qm","1","77","frc330","frc4","frc4046","44","","frc3880","frc4501","frc687","96",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm78","qm","1","78","frc1515","frc294","frc589","63","","frc2404","frc2637","frc981","22",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm79","qm","1","79","frc2659","frc4079","frc974","25","","frc1692","frc4078","frc4563","5",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm80","qm","1","80","frc3863","frc4345","frc597","40","","frc3309","frc3953","frc848","31",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm81","qm","1","81","frc1836","frc3328","frc3752","40","","frc2443","frc696","frc980","67",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm82","qm","1","82","frc1452","frc4210","frc599","77","","frc1148","frc691","frc702","48",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm83","qm","1","83","frc1717","frc207","frc3027","59","","frc3120","frc4123","frc4578","42",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm84","qm","1","84","frc2439","frc4201","frc606","40","","frc3759","frc4029","frc973","79",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm85","qm","1","85","frc1160","frc3851","frc4019","16","","frc4144","frc4276","frc995","16",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm86","qm","1","86","frc1197","frc1644","frc3408","51","","frc1438","frc1759","frc4574","27",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qm87","qm","1","87","frc1972","frc3993","frc981","42","","frc2576","frc3512","frc4210","90",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qf1m1","qf","1","1","frc2443","frc3309","frc3408","53","","frc207","frc3880","frc702","52",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qf1m2","qf","1","2","frc2443","frc3309","frc3408","101","","frc207","frc3880","frc702","81",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qf2m1","qf","2","1","frc2439","frc294","frc4123","68","","frc3512","frc599","frc981","65",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qf2m2","qf","2","2","frc2439","frc294","frc4123","68","","frc3512","frc599","frc981","89",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qf2m3","qf","2","3","frc2439","frc294","frc4123","61","","frc3512","frc599","frc981","67",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qf3m1","qf","3","1","frc1717","frc1836","frc973","149","","frc1515","frc4079","frc687","40",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qf3m2","qf","3","2","frc1717","frc1836","frc973","82","","frc1515","frc1644","frc4079","15",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qf4m1","qf","4","1","frc4210","frc4501","frc597","48","","frc330","frc3851","frc696","68",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_qf4m2","qf","4","2","frc4210","frc4501","frc597","64","","frc330","frc3851","frc696","106",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_sf1m1","sf","1","1","frc2443","frc3309","frc3408","95","","frc3512","frc599","frc981","79",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_sf1m2","sf","1","2","frc2443","frc3309","frc3408","95","","frc3512","frc599","frc981","102",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_sf1m3","sf","1","3","frc2443","frc3309","frc3408","68","","frc3512","frc599","frc981","113",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_sf2m1","sf","2","1","frc1717","frc1836","frc973","114","","frc330","frc3851","frc696","89",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_sf2m2","sf","2","2","frc1717","frc1836","frc973","149","","frc330","frc3851","frc696","89",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_f1m1","f","1","1","frc3512","frc599","frc981","104","","frc1717","frc1836","frc973","133",""
"2013calb","Los Angeles","3","2013-03-21","2013-03-23","Regional","2013calb_f1m2","f","1","2","frc3512","frc599","frc981","88","","frc1717","frc1836","frc973","140",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm1","qm","1","1","frc2035","frc2473","frc568","0","","frc2144","frc3598","frc8","55",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm2","qm","1","2","frc2073","frc2551","frc3013","10","","frc114","frc1671","frc2204","33",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm3","qm","1","3","frc2156","frc4185","frc701","39","","frc1351","frc256","frc971","52",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm4","qm","1","4","frc3859","frc4498","frc4643","4","","frc3495","frc3554","frc852","22",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm5","qm","1","5","frc1072","frc253","frc4669","2","","frc3189","frc3256","frc692","56",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm6","qm","1","6","frc2141","frc2854","frc4666","24","","frc1678","frc1868","frc3045","10",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm7","qm","1","7","frc3008","frc3250","frc399","28","","frc2489","frc604","frc766","0",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm8","qm","1","8","frc1662","frc3257","frc3615","42","","frc1388","frc2085","frc4698","0",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm9","qm","1","9","frc1458","frc2102","frc2367","69","","frc100","frc115","frc701","67",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm10","qm","1","10","frc1351","frc2141","frc3859","26","","frc2551","frc3256","frc8","5",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm11","qm","1","11","frc2035","frc256","frc692","6","","frc1671","frc4643","frc852","7",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm12","qm","1","12","frc1678","frc3615","frc4498","23","","frc4669","frc604","frc971","34",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm13","qm","1","13","frc100","frc2367","frc3554","0","","frc114","frc1662","frc3008","45",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm14","qm","1","14","frc2073","frc2204","frc2473","10","","frc1868","frc2102","frc3250","58",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm15","qm","1","15","frc3045","frc3495","frc4698","0","","frc115","frc568","frc766","47",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm16","qm","1","16","frc1458","frc3189","frc399","72","","frc1388","frc2156","frc4666","48",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm17","qm","1","17","frc1072","frc2085","frc2144","29","","frc253","frc2854","frc4185","18",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm18","qm","1","18","frc2489","frc3598","frc701","111","","frc3013","frc3257","frc3859","4",""
"2013casa","Sacramento","3","2013-03-21","2013-03-23","Regional","2013casa_qm19","qm","1","19","frc1678","frc2035","frc4669","15","","frc2551","frc3250","frc3495","25",""
